customer_id,full_name,city,state,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
C01451,"Sneha Naidu",Pune,Maharashtra,74,5,15800.18,4,5,4,13,Champion
C01695,"Neha Chandra",Kochi,Kerala,87,4,15685.77,4,4,4,12,Champion
C01265,"Rahul Gupta",Delhi,Delhi,43,4,15651.97,5,4,4,13,Champion
C01874,"Sneha Khan",Pune,Maharashtra,145,4,15634.10,2,4,4,10,"At Risk"
C00778,"Neha Rao",Lucknow,"Uttar pradesh",75,3,15602.97,4,3,4,11,Regulars
C00873,"Sneha Verma",Hyderabad,Telangana,43,5,15556.96,5,5,4,14,Champion
C01505,"Rohan Singh",Kochi,Kerala,38,5,15545.04,5,5,4,14,Champion
C00001,"Ananya Singh",Hyderabad,Telangana,324,1,15526.80,1,1,4,6,"At Risk"
C01826,"Ria Kulkarni",Chennai,"Tamil nadu",96,4,15524.90,3,4,4,11,Loyal
C01476,"Sanya Singh",Delhi,Delhi,76,3,15510.50,4,3,4,11,Regulars
C00775,"Ria Joshi",Jaipur,Rajasthan,40,3,15482.78,5,3,4,12,Regulars
C01986,"Rohan Iyer",Jaipur,Rajasthan,149,5,15471.06,2,4,4,10,"At Risk"
C01010,"Kavya Mukherjee",Delhi,Delhi,308,3,15457.70,1,2,4,7,"At Risk"
C00281,"Aisha Chowdhury",Delhi,Delhi,194,3,15450.70,2,2,4,8,"At Risk"
C00947,"Vikram Menon",Bengaluru,Karnataka,239,3,15450.05,1,2,4,7,"At Risk"
C01961,"Samar Nair",Delhi,Delhi,199,3,15416.82,2,2,4,8,"At Risk"
C01433,"Ananya Joshi",Chennai,"Tamil nadu",37,5,15412.21,5,5,4,14,Champion
C01567,"Vikram Gupta",Chennai,"Tamil nadu",64,5,15409.67,4,5,4,13,Champion
C01786,"Sneha Gupta",Kolkata,"West bengal",46,4,15385.36,5,4,4,13,Champion
C00774,"Rohan Joshi",Mumbai,Maharashtra,87,3,15383.74,4,3,4,11,Regulars
C01213,"Samar Kulkarni",Kolkata,"West bengal",99,4,15370.06,3,4,4,11,Loyal
C01115,"Samar Rao",Lucknow,"Uttar pradesh",59,4,15363.19,5,4,4,13,Champion
C00820,"Vikram Khan",Visakhapatnam,"Andhra pradesh",117,3,15338.69,3,3,4,10,Regulars
C00797,"Isha Sharma",Jaipur,Rajasthan,125,5,15301.15,3,4,4,11,Loyal
C00844,"Rohan Chowdhury",Hyderabad,Telangana,167,6,15285.95,2,5,4,11,"At Risk"
C00666,"Vivaan Verma",Ahmedabad,Gujarat,89,6,15284.77,4,5,4,13,Champion
C01745,"Vivaan Singh",Lucknow,"Uttar pradesh",179,3,15281.47,2,3,4,9,"At Risk"
C00739,"Sneha Chowdhury",Mumbai,Maharashtra,39,4,15279.88,5,4,4,13,Champion
C01801,"Sanya Rao",Kochi,Kerala,83,3,15241.49,4,3,4,11,Regulars
C01491,"Samar Menon",Pune,Maharashtra,42,3,15228.83,5,3,4,12,Regulars
C01528,"Aisha Nair",Kochi,Kerala,40,6,15226.00,5,5,4,14,Champion
C00402,"Neha Rao",Delhi,Delhi,127,4,15223.44,3,4,4,11,Loyal
C01366,"Vivaan Gupta",Mumbai,Maharashtra,221,5,15203.99,1,4,4,9,"At Risk"
C00389,"Isha Mukherjee",Bengaluru,Karnataka,76,4,15190.23,4,4,4,12,Champion
C00370,"Vivaan Iyer",Chennai,"Tamil nadu",77,5,15180.18,4,5,4,13,Champion
C01509,"Kabir Kulkarni",Hyderabad,Telangana,62,7,15179.46,4,5,4,13,Champion
C01734,"Isha Verma",Lucknow,"Uttar pradesh",41,3,15157.87,5,3,4,12,Regulars
C00062,"Sneha Kulkarni",Kochi,Kerala,48,6,15157.29,5,5,4,14,Champion
C00728,"Aarav Khan",Bengaluru,Karnataka,68,5,15157.21,4,5,4,13,Champion
C00239,"Ria Reddy",Kochi,Kerala,178,4,15139.17,2,4,4,10,"At Risk"
C00287,"Ritu Nair",Lucknow,"Uttar pradesh",97,2,15134.51,3,2,4,9,Regulars
C00653,"Aisha Naidu",Visakhapatnam,"Andhra pradesh",43,6,15133.90,5,5,4,14,Champion
C01327,"Ria Singh",Hyderabad,Telangana,110,3,15127.80,3,3,4,10,Regulars
C01131,"Kavya Mukherjee",Ahmedabad,Gujarat,161,5,15124.08,2,4,4,10,"At Risk"
C01563,"Irfan Chowdhury",Lucknow,"Uttar pradesh",45,5,15093.12,5,5,4,14,Champion
C00915,"Ananya Gupta",Lucknow,"Uttar pradesh",229,3,15082.23,1,2,4,7,"At Risk"
C01387,"Rohan Mukherjee",Kochi,Kerala,102,5,15077.41,3,5,4,12,Loyal
C00560,"Aditya Singh",Ahmedabad,Gujarat,87,5,14937.26,4,5,4,13,Champion
C01855,"Aisha Verma",Mumbai,Maharashtra,121,4,14934.53,3,4,4,11,Loyal
C01151,"Ria Chowdhury",Hyderabad,Telangana,67,4,14926.78,4,4,4,12,Champion
C01976,"Aarav Naidu",Bengaluru,Karnataka,78,3,14918.05,4,3,4,11,Regulars
C00374,"Aarav Patel",Lucknow,"Uttar pradesh",93,3,14890.21,3,3,4,10,Regulars
C01238,"Anvi Basu",Mumbai,Maharashtra,173,6,14859.81,2,5,4,11,"At Risk"
C01946,"Irfan Sharma",Kolkata,"West bengal",38,4,14849.72,5,4,4,13,Champion
C01284,"Neha Khan",Pune,Maharashtra,268,4,14849.41,1,3,4,8,"At Risk"
C00028,"Aditya Khan",Pune,Maharashtra,124,2,14848.32,3,2,4,9,Regulars
C00315,"Aisha Joshi",Visakhapatnam,"Andhra pradesh",226,2,14830.78,1,2,4,7,"At Risk"
C01537,"Sneha Mishra",Delhi,Delhi,69,4,14805.59,4,4,4,12,Champion
C00420,"Isha Menon",Hyderabad,Telangana,96,3,14793.74,3,3,4,10,Regulars
C01285,"Ananya Mishra",Kolkata,"West bengal",51,5,14782.51,5,5,4,14,Champion
C00856,"Ria Reddy",Chennai,"Tamil nadu",134,4,14778.73,2,4,4,10,"At Risk"
C01390,"Aarav Mukherjee",Delhi,Delhi,138,3,14758.54,2,3,4,9,"At Risk"
C00200,"Samar Naidu",Chennai,"Tamil nadu",166,4,14755.44,2,4,4,10,"At Risk"
C01124,"Sanya Gupta",Kochi,Kerala,54,6,14730.14,5,5,4,14,Champion
C01955,"Ananya Menon",Ahmedabad,Gujarat,91,2,14698.73,4,2,4,10,Regulars
C01721,"Kabir Joshi",Pune,Maharashtra,296,3,14691.64,1,2,4,7,"At Risk"
C01903,"Ananya Mukherjee",Visakhapatnam,"Andhra pradesh",61,4,14646.12,4,4,4,12,Champion
C00314,"Sanya Patel",Jaipur,Rajasthan,75,4,14644.11,4,4,4,12,Champion
C00161,"Ria Das",Visakhapatnam,"Andhra pradesh",86,4,14643.42,4,4,4,12,Champion
C01251,"Vivaan Iyer",Pune,Maharashtra,174,3,14643.32,2,3,4,9,"At Risk"
C00462,"Ria Gupta",Jaipur,Rajasthan,122,3,14629.68,3,3,4,10,Regulars
C01348,"Irfan Joshi",Kolkata,"West bengal",92,5,14598.59,4,5,4,13,Champion
C01419,"Ananya Menon",Jaipur,Rajasthan,74,6,14538.00,4,5,4,13,Champion
C00174,"Vivaan Kulkarni",Chennai,"Tamil nadu",78,6,14534.34,4,5,4,13,Champion
C00946,"Isha Iyer",Ahmedabad,Gujarat,49,5,14506.75,5,5,4,14,Champion
C01525,"Diya Das",Visakhapatnam,"Andhra pradesh",160,5,14494.22,2,4,4,10,"At Risk"
C00433,"Samar Basu",Bengaluru,Karnataka,254,3,14449.77,1,2,4,7,"At Risk"
C00776,"Ritu Chowdhury",Bengaluru,Karnataka,55,1,14412.24,5,1,4,10,Regulars
C01982,"Ria Chowdhury",Kolkata,"West bengal",81,6,14404.39,4,5,4,13,Champion
C01625,"Aditya Iyer",Ahmedabad,Gujarat,85,3,14397.35,4,3,4,11,Regulars
C00045,"Kabir Verma",Jaipur,Rajasthan,71,4,14356.26,4,4,4,12,Champion
C00920,"Aarav Menon",Jaipur,Rajasthan,67,5,14354.17,4,5,4,13,Champion
C01593,"Vikram Basu",Chennai,"Tamil nadu",80,2,14335.37,4,2,4,10,Regulars
C01524,"Vikram Singh",Bengaluru,Karnataka,86,2,14298.48,4,2,4,10,Regulars
C01344,"Aditya Patel",Hyderabad,Telangana,55,5,14290.63,5,5,4,14,Champion
C01139,"Isha Verma",Lucknow,"Uttar pradesh",48,6,14281.36,5,5,4,14,Champion
C00113,"Sneha Khan",Ahmedabad,Gujarat,49,4,14259.93,5,4,4,13,Champion
C01929,"Aarav Iyer",Lucknow,"Uttar pradesh",48,4,14248.19,5,4,4,13,Champion
C00581,"Rohan Chandra",Mumbai,Maharashtra,45,3,14246.57,5,3,4,12,Regulars
C00812,"Rohan Reddy",Pune,Maharashtra,159,5,14233.21,2,4,4,10,"At Risk"
C01068,"Rohan Iyer",Visakhapatnam,"Andhra pradesh",182,6,14217.38,2,5,4,11,"At Risk"
C01253,"Isha Nair",Chennai,"Tamil nadu",261,2,14168.54,1,1,4,6,"At Risk"
C01242,"Aditya Das",Kolkata,"West bengal",154,4,14159.68,2,4,4,10,"At Risk"
C01221,"Ritu Sharma",Ahmedabad,Gujarat,41,4,14137.17,5,4,4,13,Champion
C01516,"Aditya Singh",Mumbai,Maharashtra,68,5,14128.55,4,5,4,13,Champion
C01589,"Ritu Patel",Kochi,Kerala,78,4,14120.94,4,4,4,12,Champion
C01714,"Isha Chandra",Lucknow,"Uttar pradesh",130,2,14118.40,3,2,4,9,Regulars
C01077,"Isha Basu",Chennai,"Tamil nadu",89,4,14118.20,4,4,4,12,Champion
C00829,"Isha Kulkarni",Ahmedabad,Gujarat,59,5,14106.92,5,5,4,14,Champion
C01837,"Vivaan Kulkarni",Visakhapatnam,"Andhra pradesh",54,3,14105.88,5,3,4,12,Regulars
C01969,"Rohan Mukherjee",Visakhapatnam,"Andhra pradesh",146,4,14090.72,2,4,4,10,"At Risk"
C00838,"Neha Basu",Hyderabad,Telangana,145,3,14089.91,2,3,4,9,"At Risk"
C01279,"Ria Iyer",Chennai,"Tamil nadu",121,4,14063.49,3,4,4,11,Loyal
C01218,"Kavya Menon",Kochi,Kerala,112,4,14060.09,3,4,4,11,Loyal
C00244,"Vikram Kulkarni",Kolkata,"West bengal",74,6,14055.09,4,5,4,13,Champion
C00456,"Diya Joshi",Lucknow,"Uttar pradesh",76,5,14046.32,4,5,4,13,Champion
C01117,"Sneha Basu",Lucknow,"Uttar pradesh",36,6,14033.44,5,5,4,14,Champion
C00181,"Kavya Naidu",Pune,Maharashtra,75,2,14025.97,4,2,4,10,Regulars
C00375,"Aisha Iyer",Jaipur,Rajasthan,104,3,14001.06,3,3,4,10,Regulars
C01394,"Rohan Rao",Mumbai,Maharashtra,85,6,13959.68,4,5,4,13,Champion
C00935,"Isha Rao",Bengaluru,Karnataka,66,5,13956.69,4,5,4,13,Champion
C01942,"Aditya Kulkarni",Lucknow,"Uttar pradesh",114,5,13926.22,3,4,4,11,Loyal
C00986,"Aarav Das",Bengaluru,Karnataka,62,6,13908.33,4,5,4,13,Champion
C00246,"Aisha Reddy",Bengaluru,Karnataka,137,4,13883.57,2,4,4,10,"At Risk"
C01800,"Irfan Das",Pune,Maharashtra,129,5,13880.19,3,4,4,11,Loyal
C00348,"Ananya Chowdhury",Kochi,Kerala,80,4,13871.35,4,4,4,12,Champion
C01431,"Kavya Mukherjee",Chennai,"Tamil nadu",298,3,13867.63,1,2,4,7,"At Risk"
C01655,"Ritu Kulkarni",Mumbai,Maharashtra,265,3,13863.95,1,2,4,7,"At Risk"
C00044,"Rohan Nair",Lucknow,"Uttar pradesh",263,4,13855.95,1,3,4,8,"At Risk"
C01808,"Samar Kulkarni",Pune,Maharashtra,63,5,13837.71,4,5,4,13,Champion
C01191,"Neha Chowdhury",Hyderabad,Telangana,151,6,13826.58,2,5,4,11,"At Risk"
C01904,"Aarav Iyer",Jaipur,Rajasthan,109,4,13812.56,3,4,4,11,Loyal
C01247,"Sneha Sharma",Visakhapatnam,"Andhra pradesh",49,5,13801.80,5,5,4,14,Champion
C01620,"Kavya Nair",Visakhapatnam,"Andhra pradesh",223,3,13779.97,1,2,4,7,"At Risk"
C01487,"Aisha Reddy",Lucknow,"Uttar pradesh",63,5,13775.86,4,5,4,13,Champion
C00123,"Vikram Mishra",Visakhapatnam,"Andhra pradesh",43,6,13771.20,5,5,4,14,Champion
C00660,"Samar Rao",Delhi,Delhi,48,4,13741.73,5,4,4,13,Champion
C01519,"Kabir Sharma",Delhi,Delhi,256,4,13731.28,1,3,4,8,"At Risk"
C01405,"Isha Naidu",Mumbai,Maharashtra,52,5,13708.43,5,5,4,14,Champion
C01287,"Isha Iyer",Hyderabad,Telangana,43,3,13706.45,5,3,4,12,Regulars
C01413,"Anvi Sharma",Mumbai,Maharashtra,244,2,13688.98,1,1,4,6,"At Risk"
C01418,"Ritu Chowdhury",Kolkata,"West bengal",42,5,13688.43,5,5,4,14,Champion
C01841,"Rohan Naidu",Ahmedabad,Gujarat,77,5,13666.61,4,5,4,13,Champion
C01671,"Isha Singh",Jaipur,Rajasthan,60,3,13649.01,5,3,4,12,Regulars
C00233,"Aisha Patel",Delhi,Delhi,153,3,13626.61,2,3,4,9,"At Risk"
C01007,"Samar Kulkarni",Lucknow,"Uttar pradesh",72,6,13620.63,4,5,4,13,Champion
C01026,"Rahul Gupta",Bengaluru,Karnataka,243,4,13610.62,1,3,4,8,"At Risk"
C01739,"Sneha Mukherjee",Pune,Maharashtra,81,3,13598.92,4,3,4,11,Regulars
C01391,"Kavya Reddy",Jaipur,Rajasthan,68,4,13598.61,4,4,4,12,Champion
C00634,"Aarav Basu",Hyderabad,Telangana,220,2,13586.91,1,2,4,7,"At Risk"
C01864,"Kabir Chandra",Hyderabad,Telangana,131,3,13579.90,3,3,4,10,Regulars
C01987,"Kavya Verma",Lucknow,"Uttar pradesh",41,5,13575.02,5,5,4,14,Champion
C00954,"Kabir Naidu",Kolkata,"West bengal",205,2,13560.50,2,2,4,8,"At Risk"
C01262,"Anvi Chandra",Jaipur,Rajasthan,52,5,13540.29,5,5,4,14,Champion
C00122,"Ria Verma",Mumbai,Maharashtra,93,5,13539.51,4,5,4,13,Champion
C01624,"Irfan Kulkarni",Lucknow,"Uttar pradesh",150,4,13476.03,2,4,4,10,"At Risk"
C00445,"Rahul Khan",Pune,Maharashtra,46,5,13452.82,5,5,4,14,Champion
C01730,"Vikram Chandra",Pune,Maharashtra,174,5,13412.45,2,4,4,10,"At Risk"
C00988,"Rohan Menon",Kochi,Kerala,72,5,13401.54,4,5,4,13,Champion
C00522,"Rahul Das",Kolkata,"West bengal",94,5,13390.10,3,5,4,12,Loyal
C00860,"Sneha Sharma",Pune,Maharashtra,76,5,13389.90,4,5,4,13,Champion
C00234,"Aditya Basu",Kochi,Kerala,123,2,13387.61,3,2,4,9,Regulars
C01230,"Ananya Rao",Ahmedabad,Gujarat,66,3,13385.50,4,3,4,11,Regulars
C01806,"Diya Mukherjee",Lucknow,"Uttar pradesh",111,5,13379.55,3,4,4,11,Loyal
C00908,"Rohan Gupta",Visakhapatnam,"Andhra pradesh",111,3,13329.78,3,3,4,10,Regulars
C01469,"Diya Reddy",Lucknow,"Uttar pradesh",52,4,13314.69,5,4,4,13,Champion
C01879,"Kabir Chowdhury",Lucknow,"Uttar pradesh",189,4,13313.80,2,3,4,9,"At Risk"
C01479,"Kabir Nair",Pune,Maharashtra,40,4,13306.07,5,4,4,13,Champion
C01814,"Samar Iyer",Jaipur,Rajasthan,111,3,13297.11,3,3,4,10,Regulars
C00563,"Anvi Patel",Chennai,"Tamil nadu",42,3,13212.84,5,3,4,12,Regulars
C00369,"Kabir Chowdhury",Delhi,Delhi,173,4,13204.52,2,4,4,10,"At Risk"
C00218,"Aisha Mishra",Kochi,Kerala,103,5,13201.75,3,5,4,12,Loyal
C00510,"Rahul Verma",Chennai,"Tamil nadu",111,3,13194.86,3,3,4,10,Regulars
C00406,"Rahul Kulkarni",Jaipur,Rajasthan,85,4,13173.05,4,4,4,12,Champion
C00488,"Vikram Chandra",Kochi,Kerala,111,3,13168.54,3,3,4,10,Regulars
C00082,"Sanya Naidu",Kolkata,"West bengal",54,5,13158.06,5,5,4,14,Champion
C00827,"Sneha Sharma",Hyderabad,Telangana,183,4,13146.60,2,4,4,10,"At Risk"
C01916,"Aisha Khan",Delhi,Delhi,211,3,13142.88,2,2,4,8,"At Risk"
C00404,"Aarav Mukherjee",Chennai,"Tamil nadu",107,3,13122.49,3,3,4,10,Regulars
C00732,"Vikram Nair",Delhi,Delhi,127,5,13077.79,3,4,4,11,Loyal
C00565,"Irfan Naidu",Visakhapatnam,"Andhra pradesh",98,3,13072.83,3,3,4,10,Regulars
C01096,"Neha Reddy",Kolkata,"West bengal",71,4,13068.04,4,4,4,12,Champion
C01364,"Isha Iyer",Mumbai,Maharashtra,156,4,13065.81,2,4,4,10,"At Risk"
C01815,"Rahul Basu",Mumbai,Maharashtra,173,3,13061.33,2,3,4,9,"At Risk"
C00235,"Vikram Basu",Kochi,Kerala,71,4,13053.38,4,4,4,12,Champion
C00124,"Diya Naidu",Kochi,Kerala,122,3,13043.12,3,3,4,10,Regulars
C00590,"Rahul Patel",Hyderabad,Telangana,36,5,13024.08,5,5,4,14,Champion
C01658,"Anvi Chandra",Jaipur,Rajasthan,40,5,12994.96,5,5,4,14,Champion
C01985,"Ritu Basu",Mumbai,Maharashtra,47,5,12992.49,5,5,4,14,Champion
C00333,"Vivaan Mishra",Visakhapatnam,"Andhra pradesh",105,4,12977.75,3,4,4,11,Loyal
C00855,"Aditya Reddy",Kolkata,"West bengal",168,5,12964.54,2,4,4,10,"At Risk"
C01101,"Isha Mukherjee",Kochi,Kerala,52,3,12957.68,5,3,4,12,Regulars
C00975,"Irfan Gupta",Kolkata,"West bengal",44,5,12954.14,5,5,4,14,Champion
C01565,"Aarav Iyer",Hyderabad,Telangana,48,3,12952.25,5,3,4,12,Regulars
C01548,"Irfan Menon",Hyderabad,Telangana,45,4,12935.92,5,4,4,13,Champion
C00964,"Sanya Verma",Hyderabad,Telangana,162,4,12927.46,2,4,4,10,"At Risk"
C01892,"Ritu Mishra",Chennai,"Tamil nadu",246,1,12918.16,1,1,4,6,"At Risk"
C00347,"Isha Chowdhury",Jaipur,Rajasthan,49,5,12917.98,5,5,4,14,Champion
C00191,"Aisha Nair",Delhi,Delhi,45,5,12916.75,5,5,4,14,Champion
C00366,"Ritu Patel",Lucknow,"Uttar pradesh",73,4,12851.07,4,4,4,12,Champion
C00642,"Vivaan Verma",Bengaluru,Karnataka,43,4,12848.23,5,4,4,13,Champion
C00447,"Diya Patel",Hyderabad,Telangana,47,3,12842.66,5,3,4,12,Regulars
C00700,"Diya Chowdhury",Lucknow,"Uttar pradesh",40,3,12821.00,5,3,4,12,Regulars
C00231,"Samar Rao",Hyderabad,Telangana,58,5,12797.71,5,5,4,14,Champion
C00869,"Rohan Rao",Kochi,Kerala,47,6,12787.01,5,5,4,14,Champion
C01927,"Diya Basu",Jaipur,Rajasthan,115,5,12786.12,3,4,4,11,Loyal
C00054,"Kavya Gupta",Kolkata,"West bengal",156,2,12782.63,2,2,4,8,"At Risk"
C00508,"Ananya Sharma",Jaipur,Rajasthan,72,3,12780.58,4,3,4,11,Regulars
C00165,"Ananya Mukherjee",Bengaluru,Karnataka,84,5,12775.35,4,5,4,13,Champion
C00188,"Vivaan Das",Delhi,Delhi,63,3,12764.84,4,3,4,11,Regulars
C00251,"Vivaan Gupta",Ahmedabad,Gujarat,64,3,12764.63,4,3,4,11,Regulars
C01622,"Samar Mishra",Pune,Maharashtra,195,3,12764.63,2,2,4,8,"At Risk"
C01121,"Rahul Reddy",Chennai,"Tamil nadu",206,3,12760.98,2,2,4,8,"At Risk"
C01261,"Rahul Menon",Kolkata,"West bengal",187,4,12685.01,2,3,4,9,"At Risk"
C01005,"Sanya Menon",Ahmedabad,Gujarat,61,4,12671.89,5,4,4,13,Champion
C01480,"Sneha Menon",Lucknow,"Uttar pradesh",226,4,12661.86,1,3,4,8,"At Risk"
C00509,"Sneha Kulkarni",Visakhapatnam,"Andhra pradesh",40,2,12643.02,5,2,4,11,Regulars
C01496,"Kabir Das",Hyderabad,Telangana,159,3,12634.27,2,3,4,9,"At Risk"
C01943,"Ananya Das",Delhi,Delhi,61,6,12608.21,4,5,4,13,Champion
C01922,"Diya Patel",Bengaluru,Karnataka,53,4,12585.98,5,4,4,13,Champion
C00206,"Irfan Kulkarni",Kolkata,"West bengal",40,3,12579.79,5,3,4,12,Regulars
C00839,"Isha Patel",Hyderabad,Telangana,99,5,12572.17,3,5,4,12,Loyal
C00320,"Rahul Das",Bengaluru,Karnataka,153,4,12561.72,2,4,4,10,"At Risk"
C00496,"Isha Gupta",Lucknow,"Uttar pradesh",53,6,12530.07,5,5,4,14,Champion
C01478,"Vivaan Joshi",Kolkata,"West bengal",51,4,12525.38,5,4,4,13,Champion
C01558,"Anvi Nair",Kolkata,"West bengal",240,4,12522.42,1,3,4,8,"At Risk"
C00110,"Aditya Chowdhury",Delhi,Delhi,41,5,12475.77,5,5,4,14,Champion
C01868,"Samar Basu",Visakhapatnam,"Andhra pradesh",261,2,12470.52,1,1,4,6,"At Risk"
C01432,"Samar Mishra",Chennai,"Tamil nadu",64,5,12465.87,4,5,4,13,Champion
C00395,"Aarav Mukherjee",Delhi,Delhi,127,4,12452.68,3,4,4,11,Loyal
C01959,"Ananya Chandra",Lucknow,"Uttar pradesh",107,4,12438.95,3,4,4,11,Loyal
C00733,"Kabir Sharma",Pune,Maharashtra,72,6,12413.16,4,5,3,12,Loyal
C00417,"Aarav Patel",Ahmedabad,Gujarat,104,4,12390.58,3,4,3,10,Loyal
C00137,"Kavya Iyer",Ahmedabad,Gujarat,160,2,12354.43,2,2,3,7,"At Risk"
C01132,"Anvi Reddy",Lucknow,"Uttar pradesh",80,5,12348.00,4,5,3,12,Loyal
C01949,"Vivaan Khan",Pune,Maharashtra,48,4,12343.64,5,4,3,12,Loyal
C01295,"Anvi Iyer",Bengaluru,Karnataka,235,4,12329.27,1,3,3,7,"At Risk"
C01999,"Aditya Rao",Mumbai,Maharashtra,65,4,12304.64,4,4,3,11,Loyal
C00958,"Rahul Mishra",Ahmedabad,Gujarat,75,3,12304.49,4,3,3,10,Regulars
C01534,"Rohan Nair",Ahmedabad,Gujarat,65,3,12279.03,4,3,3,10,Regulars
C01318,"Rohan Iyer",Lucknow,"Uttar pradesh",107,4,12277.32,3,4,3,10,Loyal
C01870,"Diya Mukherjee",Bengaluru,Karnataka,93,4,12267.63,3,4,3,10,Loyal
C01619,"Anvi Verma",Visakhapatnam,"Andhra pradesh",158,5,12264.86,2,4,3,9,"At Risk"
C00250,"Anvi Naidu",Kochi,Kerala,192,3,12263.51,2,3,3,8,"At Risk"
C01311,"Sneha Das",Jaipur,Rajasthan,104,6,12260.17,3,5,3,11,Loyal
C01414,"Diya Naidu",Jaipur,Rajasthan,180,3,12241.60,2,3,3,8,"At Risk"
C00119,"Rahul Basu",Hyderabad,Telangana,182,2,12214.16,2,2,3,7,"At Risk"
C01665,"Aisha Iyer",Pune,Maharashtra,71,3,12194.70,4,3,3,10,Regulars
C00960,"Anvi Kulkarni",Kochi,Kerala,116,4,12176.56,3,4,3,10,Loyal
C00801,"Vikram Naidu",Visakhapatnam,"Andhra pradesh",37,2,12153.65,5,2,3,10,Regulars
C00212,"Aarav Joshi",Pune,Maharashtra,296,2,12153.29,1,1,3,5,"At Risk"
C01404,"Ananya Chowdhury",Kochi,Kerala,197,3,12152.19,2,2,3,7,"At Risk"
C01107,"Aditya Gupta",Delhi,Delhi,203,4,12142.07,2,3,3,8,"At Risk"
C01539,"Kavya Gupta",Kochi,Kerala,144,5,12134.45,2,4,3,9,"At Risk"
C00779,"Irfan Nair",Delhi,Delhi,102,4,12133.70,3,4,3,10,Loyal
C00922,"Vivaan Khan",Mumbai,Maharashtra,57,4,12114.76,5,4,3,12,Loyal
C00678,"Isha Rao",Jaipur,Rajasthan,38,4,12108.58,5,4,3,12,Loyal
C01350,"Sneha Chandra",Mumbai,Maharashtra,60,4,12088.09,5,4,3,12,Loyal
C00253,"Aisha Iyer",Mumbai,Maharashtra,123,2,12083.68,3,2,3,8,Regulars
C01755,"Vikram Nair",Bengaluru,Karnataka,114,3,12078.96,3,3,3,9,Regulars
C01794,"Aarav Nair",Kolkata,"West bengal",83,3,12075.05,4,3,3,10,Regulars
C00350,"Kavya Singh",Delhi,Delhi,120,3,12060.68,3,3,3,9,Regulars
C01547,"Samar Reddy",Pune,Maharashtra,102,4,12055.26,3,4,3,10,Loyal
C01062,"Kabir Basu",Delhi,Delhi,128,1,12031.44,3,1,3,7,Regulars
C00308,"Neha Mukherjee",Kolkata,"West bengal",59,3,12029.09,5,3,3,11,Regulars
C00091,"Ananya Sharma",Kochi,Kerala,141,4,12018.11,2,4,3,9,"At Risk"
C00071,"Kabir Gupta",Kolkata,"West bengal",142,2,12007.39,2,2,3,7,"At Risk"
C01914,"Neha Sharma",Mumbai,Maharashtra,215,3,12002.55,1,2,3,6,"At Risk"
C00702,"Diya Reddy",Mumbai,Maharashtra,109,3,11992.23,3,3,3,9,Regulars
C01017,"Ria Kulkarni",Chennai,"Tamil nadu",156,5,11984.68,2,4,3,9,"At Risk"
C01632,"Ritu Sharma",Kochi,Kerala,71,4,11930.68,4,4,3,11,Loyal
C00674,"Kabir Sharma",Mumbai,Maharashtra,75,6,11866.13,4,5,3,12,Loyal
C01621,"Anvi Kulkarni",Mumbai,Maharashtra,130,3,11861.53,3,3,3,9,Regulars
C01406,"Sanya Kulkarni",Kolkata,"West bengal",196,3,11860.94,2,2,3,7,"At Risk"
C01133,"Neha Reddy",Ahmedabad,Gujarat,131,4,11844.02,3,4,3,10,Loyal
C01577,"Ritu Gupta",Hyderabad,Telangana,91,4,11835.21,4,4,3,11,Loyal
C01461,"Kavya Mishra",Hyderabad,Telangana,67,4,11829.53,4,4,3,11,Loyal
C00363,"Samar Menon",Chennai,"Tamil nadu",94,3,11827.49,3,3,3,9,Regulars
C00719,"Sneha Singh",Hyderabad,Telangana,157,3,11810.60,2,3,3,8,"At Risk"
C00846,"Vikram Mishra",Mumbai,Maharashtra,71,3,11808.34,4,3,3,10,Regulars
C00695,"Kabir Sharma",Lucknow,"Uttar pradesh",156,3,11794.21,2,3,3,8,"At Risk"
C00796,"Rohan Nair",Hyderabad,Telangana,237,1,11771.22,1,1,3,5,"At Risk"
C01736,"Aarav Patel",Kochi,Kerala,54,4,11764.27,5,4,3,12,Loyal
C01166,"Aditya Verma",Hyderabad,Telangana,240,4,11749.73,1,3,3,7,"At Risk"
C00459,"Ananya Joshi",Bengaluru,Karnataka,38,3,11696.10,5,3,3,11,Regulars
C01718,"Ria Joshi",Jaipur,Rajasthan,36,2,11694.90,5,2,3,10,Regulars
C01852,"Diya Menon",Mumbai,Maharashtra,202,2,11672.70,2,2,3,7,"At Risk"
C00484,"Aisha Naidu",Bengaluru,Karnataka,48,4,11670.85,5,4,3,12,Loyal
C00145,"Vikram Singh",Kolkata,"West bengal",139,4,11660.40,2,4,3,9,"At Risk"
C01255,"Rohan Basu",Chennai,"Tamil nadu",109,4,11657.60,3,4,3,10,Loyal
C01848,"Aisha Singh",Kolkata,"West bengal",77,5,11634.32,4,5,3,12,Loyal
C01258,"Kabir Menon",Bengaluru,Karnataka,82,4,11633.08,4,4,3,11,Loyal
C01648,"Vivaan Nair",Mumbai,Maharashtra,112,4,11632.33,3,4,3,10,Loyal
C01896,"Ananya Naidu",Kochi,Kerala,94,5,11628.52,3,5,3,11,Loyal
C01396,"Aisha Mishra",Pune,Maharashtra,76,2,11628.36,4,2,3,9,Regulars
